Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Status
40,37,42,10,,,ON
17,31,30,55,,,ON
41,1,45,25,,,OFF
77,11,68,92,,,OFF
5,12,22,91,,,OFF
56,33,65,26,,,ON
6,22,28,76,,,ON
55,5,69,24,,,ON
22,11,57,82,,,OFF
10,21,47,85,,,ON
27,30,46,6,,,ON
39,34,37,13,,,ON
21,12,67,84,,,ON
50,18,37,101,,,OFF
26,20,60,88,,,OFF
51,23,50,30,,,ON
82,5,54,16,,,OFF
83,10,24,38,,,OFF
21,7,22,14,,,ON
68,35,67,21,,,OFF
71,21,49,104,,,OFF
20,14,43,81,,,ON
15,39,33,67,,,ON
27,19,66,60,,,ON
28,18,68,103,,,OFF
1,14,67,20,,,ON
65,31,41,16,,,OFF
62,12,56,90,,,OFF
83,0,67,96,,,OFF
31,30,65,107,,,OFF
56,32,36,58,,,ON
49,45,62,34,,,ON
40,0,24,44,,,OFF
14,33,40,22,,,ON
50,37,22,7,,,ON
45,38,67,21,,,ON
83,36,55,71,,,ON
41,28,54,12,,,ON
17,25,61,38,,,OFF
65,15,44,55,,,ON
48,25,63,57,,,OFF
31,24,61,104,,,OFF
48,27,32,14,,,ON
15,15,52,100,,,OFF
8,8,21,97,,,OFF
80,20,24,85,,,OFF
72,33,33,104,,,OFF
25,36,70,16,,,ON
81,32,58,82,,,ON
83,36,31,85,,,ON
11,0,54,103,,,OFF
54,5,31,107,,,OFF
63,25,61,55,,,OFF
79,3,49,31,,,OFF
75,26,45,86,,,ON
48,19,29,19,,,ON
60,34,61,99,,,OFF
56,15,54,78,,,OFF
66,17,28,26,,,OFF
31,18,35,37,,,ON
29,40,56,26,,,ON
50,26,28,68,,,OFF
12,44,37,94,,,OFF
40,19,31,17,,,ON
31,21,62,96,,,OFF
31,5,54,31,,,ON
81,31,49,77,,,ON
43,17,61,44,,,OFF
43,9,20,75,,,OFF
5,16,44,62,,,ON
18,10,69,39,,,ON
87,45,44,58,,,ON
36,42,55,59,,,ON
36,40,21,54,,,ON
65,26,38,21,,,OFF
25,27,60,5,,,ON
66,45,44,39,,,OFF
88,29,30,94,,,OFF
79,34,50,19,,,OFF
21,11,62,13,,,ON
4,18,50,57,,,ON
46,39,69,67,,,ON
15,23,23,10,,,ON
15,43,62,87,,,ON
79,25,22,87,,,ON
80,4,62,90,,,OFF
79,12,22,29,,,OFF
32,1,31,37,,,OFF
67,44,37,18,,,OFF
11,0,39,32,,,OFF
72,22,40,66,,,ON
59,11,30,62,,,OFF
81,8,46,90,,,OFF
31,30,27,26,,,ON
59,29,47,105,,,OFF
84,36,58,54,,,ON
64,9,49,87,,,OFF
34,12,39,45,,,ON
27,39,64,37,,,ON
83,37,57,15,,,OFF
27,13,58,51,,,OFF
78,20,23,21,,,OFF
17,2,45,107,,,OFF
54,3,20,93,,,OFF
17,31,26,30,,,ON
30,3,65,95,,,OFF
19,26,52,15,,,ON
20,26,48,68,,,ON
27,8,29,86,,,OFF
40,19,28,18,,,ON
53,39,20,79,,,ON
67,44,27,89,,,ON
10,43,60,58,,,ON
69,42,69,61,,,ON
69,15,44,83,,,ON
44,41,62,12,,,ON
56,5,54,53,,,OFF
63,25,31,31,,,OFF
27,5,53,4,,,OFF
39,0,51,68,,,OFF
51,31,54,83,,,ON
3,27,37,101,,,OFF
50,39,66,32,,,ON
11,35,70,66,,,ON
54,22,37,100,,,OFF
33,3,30,108,,,OFF
11,13,49,20,,,ON
78,11,69,49,,,ON
90,43,68,77,,,ON
54,28,55,79,,,ON
25,8,45,7,,,OFF
1,2,48,49,,,ON
20,35,67,77,,,ON
34,21,44,59,,,ON
83,26,69,18,,,OFF
48,18,33,73,,,ON
51,22,32,1,,,ON
88,7,62,4,,,OFF
17,9,28,2,,,OFF
57,18,41,6,,,ON
25,15,65,101,,,OFF
75,45,70,10,,,OFF
52,35,64,83,,,ON
5,24,56,31,,,OFF
17,28,21,49,,,ON
25,11,49,53,,,OFF
58,27,48,91,,,OFF
23,18,63,25,,,ON
61,22,59,16,,,OFF
54,37,64,65,,,ON
34,38,67,30,,,ON
10,7,39,107,,,OFF
13,7,48,46,,,ON
21,35,64,35,,,ON
88,32,53,67,,,ON
58,32,36,106,,,OFF
86,5,63,42,,,OFF
90,11,46,34,,,OFF
50,9,68,8,,,OFF
24,17,65,83,,,ON
46,9,43,24,,,OFF
9,11,58,11,,,ON
22,33,69,18,,,ON
18,14,44,32,,,ON
4,13,39,11,,,ON
68,21,21,47,,,ON
45,44,52,84,,,ON
30,20,27,46,,,OFF
2,6,51,76,,,ON
22,35,51,13,,,ON
8,45,39,98,,,OFF
42,27,58,32,,,ON
42,4,31,60,,,OFF
59,3,38,13,,,OFF
71,18,64,101,,,OFF
41,17,23,69,,,OFF
19,40,30,68,,,ON
30,16,24,55,,,OFF
46,21,24,72,,,OFF
27,18,22,82,,,OFF
9,16,50,54,,,ON
32,7,32,15,,,ON
37,4,32,13,,,ON
14,34,54,35,,,ON
65,41,61,5,,,ON
76,11,46,100,,,OFF
66,12,58,67,,,OFF
40,9,32,68,,,ON
40,17,45,36,,,OFF
26,35,36,80,,,ON
81,0,48,106,,,OFF
70,35,22,105,,,OFF
80,34,56,27,,,OFF
43,14,30,40,,,OFF
14,9,52,67,,,ON
17,31,44,105,,,OFF
28,42,26,48,,,ON
6,7,42,32,,,ON
88,5,60,91,,,OFF
40,24,49,61,,,ON
90,0,56,40,,,OFF
31,4,46,108,,,OFF
55,43,21,13,,,ON
6,5,49,68,,,ON
83,10,41,41,,,ON
22,18,24,75,,,OFF
39,36,57,99,,,OFF
86,7,34,1,,,OFF
23,36,68,24,,,ON
29,17,39,67,,,ON
28,41,43,96,,,OFF
28,36,45,94,,,OFF
87,14,64,4,,,OFF
90,3,66,53,,,ON
33,31,34,40,,,ON
29,31,65,31,,,ON
47,39,47,5,,,ON
30,35,41,66,,,ON
67,1,50,82,,,OFF
33,42,56,8,,,ON
81,1,56,37,,,OFF
45,13,51,10,,,ON
45,35,58,75,,,ON
85,40,44,65,,,ON
84,11,34,41,,,ON
45,40,47,52,,,ON
50,14,56,108,,,OFF
88,12,23,29,,,OFF
59,28,29,38,,,ON
57,9,61,80,,,OFF
3,43,34,95,,,OFF
69,42,48,90,,,ON
45,33,24,25,,,ON
2,15,29,58,,,ON
31,27,54,22,,,ON
2,8,68,40,,,ON
15,9,68,70,,,ON
85,14,50,23,,,OFF
77,14,44,22,,,OFF
67,28,53,56,,,ON
80,0,57,23,,,OFF
87,17,33,41,,,ON
11,27,68,28,,,ON
53,32,49,46,,,ON
64,25,56,76,,,ON
36,15,34,107,,,OFF
80,18,53,31,,,OFF
43,13,49,8,,,ON
15,39,52,30,,,ON
88,7,37,54,,,ON
18,36,20,107,,,OFF
1,44,27,26,,,ON
14,22,30,38,,,ON
58,31,48,75,,,ON
68,4,57,17,,,OFF
6,2,30,66,,,ON
13,33,40,38,,,ON
45,30,42,96,,,OFF
34,16,30,67,,,OFF
77,23,51,48,,,ON
26,41,65,67,,,ON
10,16,52,78,,,ON
30,11,63,74,,,OFF
38,17,65,46,,,ON
59,21,32,44,,,ON
33,19,34,45,,,ON
9,13,51,23,,,ON
74,8,61,11,,,OFF
82,13,29,63,,,OFF
3,38,34,2,,,ON
1,5,55,107,,,OFF
30,20,37,1,,,ON
33,6,56,72,,,OFF
18,35,37,46,,,ON
6,28,26,37,,,ON
57,10,51,11,,,ON
65,7,44,3,,,OFF
10,40,27,88,,,ON
9,41,66,9,,,ON
27,39,68,60,,,ON
13,25,20,28,,,ON
90,21,70,51,,,ON
27,32,70,25,,,ON
5,22,38,92,,,OFF
87,29,53,63,,,ON
12,25,34,45,,,ON
10,9,45,94,,,OFF
10,7,42,62,,,ON
83,17,65,92,,,OFF
69,27,61,58,,,OFF
84,24,32,90,,,ON
57,41,63,82,,,ON
27,37,57,102,,,OFF
2,15,45,60,,,ON
28,12,30,72,,,OFF
80,25,46,6,,,OFF
21,32,65,72,,,ON
5,17,33,58,,,ON
81,13,64,78,,,ON
17,18,31,91,,,OFF
25,27,20,94,,,OFF
16,40,60,14,,,ON
83,24,55,22,,,OFF
14,30,23,84,,,ON
33,6,55,45,,,OFF
48,5,24,96,,,OFF
8,45,41,58,,,ON
86,20,32,23,,,OFF
60,7,59,82,,,OFF
5,44,38,38,,,ON
52,43,59,1,,,ON
2,20,64,48,,,ON
7,15,66,34,,,ON
71,44,23,88,,,ON
49,24,32,96,,,OFF
45,6,39,75,,,OFF
64,30,28,5,,,ON
53,2,21,4,,,OFF
1,36,67,12,,,ON
73,28,34,52,,,ON
84,5,33,5,,,OFF
46,30,39,78,,,ON
1,1,46,77,,,ON
62,11,32,95,,,OFF
59,33,58,77,,,ON
65,8,20,53,,,OFF
80,4,20,101,,,OFF
86,27,44,34,,,OFF
11,20,30,97,,,OFF
22,38,37,70,,,ON
53,42,54,78,,,ON
18,39,66,91,,,OFF
70,15,50,0,,,OFF
18,26,52,21,,,ON
33,36,57,55,,,ON
67,32,51,19,,,OFF
30,12,39,109,,,OFF
21,38,26,18,,,ON
59,18,26,31,,,ON
66,29,58,87,,,ON
69,18,56,93,,,OFF
27,3,22,37,,,ON
17,12,45,10,,,ON
76,23,22,5,,,OFF
84,3,38,70,,,OFF
18,28,32,37,,,ON
48,5,42,32,,,ON
16,25,48,64,,,ON
36,40,44,18,,,ON
3,38,22,76,,,ON
50,1,55,75,,,OFF
68,27,26,56,,,ON
72,6,35,47,,,ON
53,0,63,16,,,OFF
78,28,22,107,,,OFF
76,43,65,108,,,OFF
25,13,52,102,,,OFF
90,8,48,48,,,OFF
22,13,58,61,,,OFF
34,19,56,24,,,ON
76,41,61,22,,,OFF
24,23,66,55,,,ON
9,21,68,76,,,ON
42,43,40,109,,,OFF
4,36,41,36,,,ON
36,14,69,54,,,ON
2,37,44,76,,,ON
66,6,37,105,,,OFF
44,23,57,86,,,OFF
20,15,62,38,,,ON
56,33,64,104,,,OFF
45,10,47,38,,,ON
51,35,43,2,,,ON
88,32,45,95,,,OFF
19,37,35,18,,,ON
31,24,47,109,,,OFF
40,10,27,57,,,OFF
20,28,42,4,,,ON
11,40,68,31,,,ON
5,9,26,28,,,ON
19,6,48,76,,,ON
58,21,29,107,,,OFF
86,18,38,104,,,OFF
31,12,55,43,,,OFF
55,8,47,43,,,OFF
70,19,40,48,,,ON
13,3,63,0,,,OFF
46,6,40,54,,,OFF
32,44,41,61,,,ON
40,2,62,39,,,ON
72,11,20,8,,,OFF
87,36,47,61,,,ON
6,16,31,24,,,ON
22,43,28,10,,,ON
55,43,32,31,,,ON
27,27,61,64,,,OFF
21,34,65,91,,,OFF
11,10,53,69,,,ON
27,15,54,60,,,OFF
38,2,39,61,,,OFF
11,12,63,49,,,ON
41,26,26,79,,,OFF
27,43,56,14,,,ON
42,0,42,0,,,OFF
75,14,70,101,,,OFF
13,21,21,48,,,ON
8,1,66,84,,,ON
13,20,24,26,,,ON
4,29,59,11,,,ON
24,13,52,58,,,OFF
72,30,53,4,,,OFF
72,42,59,81,,,ON
77,18,63,80,,,OFF
69,44,55,94,,,OFF
74,38,63,86,,,ON
18,9,20,7,,,OFF
90,41,53,72,,,ON
61,1,58,86,,,OFF
81,3,50,41,,,OFF
9,26,45,11,,,ON
81,14,49,5,,,OFF
48,33,63,57,,,ON
5,21,20,86,,,ON
52,42,70,99,,,OFF
15,45,56,53,,,ON
86,44,61,16,,,OFF
48,41,32,23,,,ON
51,18,26,26,,,ON
9,27,47,77,,,ON
31,3,51,75,,,OFF
59,30,66,42,,,ON
89,28,66,13,,,OFF
77,19,33,91,,,OFF
14,39,66,28,,,ON
30,29,31,12,,,ON
73,22,36,7,,,OFF
13,25,65,88,,,ON
86,13,51,100,,,OFF
83,19,51,76,,,ON
81,43,37,11,,,OFF
86,26,25,106,,,OFF
36,27,68,96,,,OFF
85,10,45,81,,,OFF
66,37,50,8,,,ON
46,43,46,62,,,ON
16,32,35,70,,,ON
66,1,35,70,,,OFF
79,12,42,16,,,OFF
3,31,34,39,,,ON
3,14,35,106,,,OFF
53,14,48,66,,,OFF
24,43,37,29,,,ON
64,34,39,70,,,ON
31,40,23,66,,,ON
67,29,56,77,,,ON
5,6,57,109,,,OFF
21,0,63,89,,,OFF
47,11,67,74,,,ON
41,1,52,23,,,OFF
90,34,21,29,,,OFF
71,14,37,60,,,ON
7,12,67,33,,,ON
12,44,40,104,,,OFF
49,6,64,66,,,ON
75,10,29,99,,,OFF
17,11,55,90,,,ON
45,44,42,22,,,ON
45,4,66,37,,,ON
29,40,44,31,,,ON
12,43,53,88,,,ON
27,43,57,103,,,OFF
4,27,27,22,,,ON
9,11,60,41,,,ON
81,35,66,51,,,ON
65,4,58,101,,,OFF
56,20,30,35,,,ON
89,45,49,39,,,OFF
41,27,68,84,,,ON
7,8,70,56,,,ON
9,22,66,4,,,ON
31,11,53,110,,,OFF
68,38,43,94,,,OFF
5,41,66,75,,,ON
34,22,63,73,,,OFF
70,42,26,35,,,OFF
28,44,50,79,,,ON
65,36,61,85,,,ON
36,18,20,108,,,OFF
43,19,69,102,,,OFF
83,11,27,94,,,OFF
13,16,48,83,,,ON
82,14,22,27,,,OFF
1,37,26,97,,,OFF
56,30,23,24,,,ON
72,43,40,79,,,ON
20,7,52,15,,,ON
7,35,39,100,,,OFF
36,39,54,101,,,OFF
83,17,23,107,,,OFF
58,37,25,24,,,ON
63,9,38,106,,,OFF
40,28,54,87,,,ON
36,4,69,103,,,OFF
65,13,48,60,,,OFF
22,24,40,53,,,ON
17,13,65,51,,,ON
24,21,57,55,,,OFF
68,36,28,90,,,ON
51,9,35,84,,,ON
21,0,20,67,,,OFF
55,25,39,68,,,ON
49,35,47,46,,,ON
43,43,27,48,,,ON
55,6,32,64,,,ON
44,40,39,56,,,ON
8,3,56,90,,,ON
45,0,66,92,,,OFF
65,27,33,3,,,ON
81,24,38,51,,,ON
6,40,26,37,,,ON
34,35,43,18,,,ON
67,20,31,37,,,OFF
24,12,51,70,,,OFF
25,40,69,76,,,ON
52,37,25,6,,,ON
23,11,28,99,,,OFF
82,20,35,41,,,ON
13,31,30,96,,,OFF
74,15,50,63,,,OFF
84,9,64,1,,,OFF
29,38,20,91,,,OFF
31,21,61,93,,,OFF
49,41,33,43,,,ON
64,1,59,49,,,OFF
70,12,49,5,,,OFF
6,23,68,55,,,ON
43,35,22,78,,,ON
5,25,38,30,,,OFF
22,41,65,73,,,ON
2,21,59,75,,,ON
62,45,23,63,,,ON
19,15,61,8,,,ON
26,2,44,56,,,OFF
67,38,70,57,,,ON
67,22,65,93,,,OFF
84,24,69,58,,,ON
25,25,55,0,,,ON
71,30,49,97,,,OFF
89,38,20,110,,,OFF
51,4,29,66,,,OFF
10,32,43,30,,,ON
72,20,49,97,,,OFF
90,9,66,36,,,OFF
75,43,25,5,,,OFF
33,29,41,61,,,ON
86,38,53,57,,,ON
63,5,31,42,,,OFF
35,16,44,101,,,OFF
17,20,20,67,,,ON
2,43,53,94,,,OFF
12,33,40,84,,,ON
77,0,31,48,,,OFF
46,32,64,102,,,OFF
50,20,61,40,,,OFF
36,8,21,7,,,OFF
9,34,41,38,,,ON
81,11,61,50,,,OFF
45,41,41,106,,,OFF
24,16,32,63,,,ON
65,41,31,41,,,ON
6,17,47,56,,,ON
22,29,40,43,,,ON
79,24,66,55,,,ON
78,17,23,82,,,OFF
41,25,37,48,,,ON
75,22,38,51,,,ON
78,41,33,11,,,OFF
31,1,52,58,,,OFF
62,6,53,17,,,OFF
77,42,20,16,,,OFF
71,12,68,80,,,ON
39,20,33,83,,,ON
38,23,55,56,,,ON
62,25,57,31,,,OFF
5,44,21,83,,,ON
19,30,40,68,,,ON
65,38,69,87,,,ON
35,12,40,71,,,ON
60,2,54,78,,,OFF
9,25,52,52,,,ON
82,6,68,79,,,ON
61,8,61,63,,,OFF
43,2,59,2,,,OFF
68,43,23,76,,,ON
74,28,66,94,,,OFF
23,43,64,56,,,ON
69,33,31,107,,,OFF
71,36,33,70,,,ON
57,19,68,80,,,ON
52,15,52,69,,,OFF
71,23,51,99,,,OFF
45,26,30,76,,,OFF
51,1,33,18,,,OFF
24,21,20,71,,,ON
59,37,53,55,,,ON
46,35,48,62,,,ON
67,43,59,6,,,ON
72,22,64,28,,,OFF
4,10,64,78,,,ON
13,10,30,98,,,OFF
78,33,23,38,,,OFF
30,32,31,88,,,ON
10,37,39,10,,,ON
58,8,56,72,,,OFF
79,2,40,32,,,OFF
54,20,62,84,,,OFF
53,30,62,17,,,ON
15,13,64,73,,,ON
42,34,58,95,,,OFF
14,21,35,17,,,ON
54,3,67,64,,,ON
83,36,39,91,,,OFF
82,36,36,26,,,OFF
80,3,63,8,,,OFF
57,9,58,28,,,ON
65,21,46,88,,,ON
14,39,52,29,,,ON
30,25,25,2,,,ON
26,20,46,68,,,ON
51,14,39,1,,,ON
59,45,36,18,,,ON
12,16,53,40,,,ON
15,44,55,62,,,ON
20,4,45,90,,,ON
60,35,22,33,,,OFF
89,33,42,30,,,OFF
29,28,46,31,,,ON
65,0,62,17,,,OFF
53,20,26,18,,,ON
83,13,38,49,,,ON
42,13,55,75,,,OFF
90,9,58,108,,,OFF
84,28,35,74,,,ON
33,31,45,17,,,ON
72,24,66,3,,,OFF
44,5,45,88,,,OFF
25,45,33,52,,,ON
47,31,58,8,,,ON
53,29,33,3,,,ON
10,8,55,48,,,ON
50,36,57,72,,,ON
3,27,40,57,,,ON
24,5,22,12,,,ON
30,15,52,46,,,OFF
34,13,28,24,,,ON
71,23,45,73,,,ON
38,38,25,85,,,ON
87,11,62,107,,,OFF
31,45,56,40,,,ON
57,37,29,64,,,ON
19,34,56,45,,,ON
67,32,68,54,,,ON
63,36,67,108,,,OFF
78,43,37,66,,,ON
52,29,39,99,,,OFF
5,36,39,65,,,ON
23,35,62,98,,,OFF
30,4,57,18,,,ON
90,14,67,97,,,OFF
19,21,40,91,,,OFF
78,6,22,44,,,OFF
51,1,45,67,,,OFF
32,22,33,44,,,ON
86,26,26,102,,,OFF
23,36,49,91,,,OFF
80,26,39,70,,,ON
46,34,24,16,,,ON
89,33,57,77,,,ON
84,35,65,60,,,ON
23,32,70,43,,,ON
74,9,70,42,,,ON
36,16,22,50,,,OFF
42,24,59,49,,,OFF
51,1,33,49,,,ON
13,6,52,38,,,ON
67,13,69,39,,,OFF
87,21,24,2,,,OFF
59,8,43,81,,,OFF
23,33,32,45,,,ON
57,27,62,43,,,OFF
22,14,54,63,,,OFF
67,31,44,0,,,ON
87,34,62,66,,,ON
64,23,40,40,,,ON
34,13,69,96,,,OFF
35,9,24,72,,,OFF
28,42,27,85,,,ON
49,21,62,52,,,OFF
54,36,70,23,,,ON
75,13,38,77,,,ON
73,1,69,94,,,OFF
64,29,49,80,,,ON
38,25,50,89,,,ON
16,9,43,50,,,ON
57,12,21,108,,,OFF
35,39,26,100,,,OFF
73,23,35,69,,,ON
45,20,52,82,,,OFF
81,39,63,39,,,OFF
72,29,43,64,,,ON
51,4,35,62,,,ON
82,32,34,34,,,OFF
45,11,25,85,,,OFF
12,3,62,37,,,ON
34,33,41,22,,,ON
37,40,47,30,,,ON
57,3,47,99,,,OFF
7,29,32,31,,,ON
86,21,65,55,,,ON
63,26,33,96,,,OFF
46,32,48,100,,,OFF
4,9,58,2,,,OFF
14,40,45,69,,,ON
34,32,42,7,,,ON
12,27,67,52,,,ON
25,8,23,84,,,OFF
35,35,22,48,,,ON
68,39,28,2,,,ON
2,3,24,20,,,ON
44,28,27,14,,,ON
7,20,68,70,,,ON
58,13,54,89,,,OFF
83,21,27,40,,,OFF
5,6,65,57,,,ON
53,9,32,45,,,ON
75,31,28,85,,,ON
17,23,41,79,,,ON
65,38,48,72,,,ON
61,1,47,104,,,OFF
73,32,41,27,,,OFF
79,29,31,14,,,OFF
67,12,60,76,,,OFF
47,24,33,12,,,OFF
87,11,29,71,,,OFF
34,21,20,101,,,OFF
36,30,51,68,,,ON
65,15,27,90,,,OFF
84,36,66,80,,,ON
83,30,30,82,,,OFF
86,21,56,74,,,OFF
41,26,25,100,,,OFF
75,35,70,22,,,OFF
26,29,66,1,,,ON
26,9,26,93,,,OFF
22,18,64,97,,,OFF
42,23,27,46,,,OFF
74,35,43,108,,,OFF
24,43,47,10,,,ON
25,27,58,47,,,ON
76,35,70,4,,,OFF
34,45,65,29,,,ON
40,14,68,22,,,ON
51,33,61,44,,,ON
69,14,55,23,,,OFF
39,29,61,7,,,ON
74,36,47,19,,,OFF
1,34,67,57,,,ON
90,22,20,77,,,ON
15,20,30,81,,,ON
45,21,61,33,,,ON
16,31,65,27,,,ON
48,15,20,103,,,OFF
90,5,40,14,,,OFF
50,35,36,106,,,OFF
3,10,20,2,,,OFF
87,14,39,61,,,ON
53,31,70,87,,,ON
79,41,62,67,,,ON
64,30,48,104,,,OFF
6,19,57,43,,,ON
9,23,68,44,,,ON
38,29,56,108,,,OFF
53,15,30,62,,,OFF
21,16,32,41,,,ON
51,32,47,5,,,ON
8,22,59,16,,,ON
71,29,59,23,,,OFF
12,40,39,57,,,ON
54,43,25,66,,,ON
30,45,38,95,,,OFF
12,34,34,108,,,OFF
16,9,36,2,,,OFF
12,3,27,80,,,ON
6,23,41,52,,,ON
50,28,41,5,,,ON
38,5,34,106,,,OFF
4,20,63,92,,,OFF
26,18,44,23,,,ON
43,9,36,27,,,OFF
69,25,43,51,,,ON
54,20,39,24,,,ON
49,21,36,34,,,ON
84,44,59,94,,,OFF
44,30,56,43,,,ON
27,37,69,83,,,ON
73,20,50,45,,,ON
48,20,39,108,,,OFF
84,33,69,81,,,ON
12,12,20,87,,,ON
39,17,40,84,,,ON
59,0,27,107,,,OFF
89,25,36,87,,,ON
66,6,59,86,,,OFF
56,17,36,53,,,ON
8,20,21,80,,,ON
33,24,36,82,,,ON
82,7,55,14,,,OFF
49,8,26,29,,,OFF
29,5,28,76,,,OFF
56,23,61,94,,,OFF
63,44,22,76,,,ON
39,18,48,65,,,ON
21,34,27,1,,,ON
5,31,53,98,,,OFF
38,6,60,90,,,OFF
29,11,23,5,,,ON
41,13,68,60,,,ON
24,36,48,16,,,ON
25,43,32,71,,,ON
76,10,21,40,,,OFF
42,29,49,50,,,ON
35,32,25,56,,,ON
74,24,42,16,,,OFF
42,22,66,92,,,OFF
85,17,27,48,,,OFF
37,34,41,91,,,OFF
7,37,30,44,,,ON
6,26,54,55,,,ON
16,44,31,105,,,OFF
2,25,44,0,,,ON
35,2,57,89,,,OFF
27,23,48,103,,,OFF
87,19,41,19,,,OFF
84,24,46,36,,,OFF
48,6,21,86,,,OFF
59,8,50,66,,,OFF
62,39,21,89,,,ON
57,45,24,3,,,ON
36,28,66,83,,,ON
4,23,60,61,,,ON
30,28,48,27,,,ON
29,32,22,28,,,ON
34,31,29,65,,,ON
27,38,22,95,,,OFF
46,19,39,103,,,OFF
82,24,67,102,,,OFF
63,12,41,27,,,OFF
27,36,49,102,,,OFF
17,14,23,15,,,ON
12,10,37,98,,,OFF
22,9,42,0,,,OFF
12,39,59,62,,,ON
50,39,62,55,,,ON
88,31,60,106,,,OFF
34,23,31,94,,,OFF
1,43,61,30,,,ON
24,13,21,67,,,OFF
40,8,62,14,,,OFF
56,34,48,38,,,ON
25,18,53,49,,,OFF
16,19,53,26,,,ON
86,6,43,45,,,OFF
12,40,66,11,,,ON
85,35,20,71,,,ON
23,32,31,109,,,OFF
82,23,61,99,,,OFF
4,8,40,56,,,ON
53,40,49,72,,,ON
34,10,24,40,,,OFF
62,27,66,109,,,OFF
29,28,55,53,,,ON
20,13,25,64,,,ON
21,14,21,20,,,ON
63,36,50,45,,,ON
22,33,58,8,,,ON
60,21,41,48,,,ON
15,37,20,90,,,ON
36,45,25,105,,,OFF
11,12,59,26,,,ON
83,27,24,49,,,ON
14,41,43,36,,,ON
34,43,24,76,,,ON
84,2,58,101,,,OFF
52,41,62,88,,,ON
52,44,36,55,,,ON
87,34,62,6,,,OFF
61,28,46,107,,,OFF
48,35,20,48,,,ON
26,23,24,51,,,OFF
63,43,40,103,,,OFF
62,20,46,33,,,OFF
62,19,35,24,,,OFF
84,9,56,17,,,OFF
64,8,48,38,,,OFF
5,30,27,49,,,ON
34,4,33,83,,,ON
65,39,24,16,,,OFF
83,24,32,53,,,ON
9,33,69,42,,,ON
19,30,27,36,,,ON
33,17,26,0,,,ON
77,16,63,67,,,OFF
70,10,63,89,,,OFF
75,42,51,64,,,ON
11,11,24,93,,,OFF
3,5,44,65,,,ON
71,43,48,52,,,ON
20,25,70,82,,,ON
7,1,49,33,,,OFF
86,22,68,69,,,ON
71,43,27,47,,,ON
16,41,58,27,,,ON
83,12,21,97,,,OFF
54,35,25,96,,,OFF
42,19,47,26,,,ON
32,42,61,6,,,ON
19,16,42,105,,,OFF
48,4,63,21,,,ON
17,19,56,49,,,ON
21,10,48,109,,,OFF
70,25,50,1,,,OFF
19,15,43,20,,,ON
87,43,24,12,,,OFF
46,5,29,21,,,ON
31,23,48,84,,,ON
84,6,25,46,,,OFF
25,33,52,63,,,ON
55,9,49,78,,,OFF
47,11,55,34,,,ON
33,24,55,66,,,ON
81,11,48,70,,,OFF
22,15,31,52,,,OFF
21,12,38,11,,,ON
6,7,31,68,,,ON
53,7,64,85,,,ON
10,7,24,53,,,ON
42,8,62,0,,,OFF
82,14,34,55,,,ON
63,4,68,103,,,OFF
65,1,36,0,,,OFF
17,20,69,69,,,ON
44,37,48,74,,,ON
28,26,69,60,,,ON
53,13,33,14,,,ON
68,37,42,82,,,ON
10,34,64,20,,,ON
12,26,29,109,,,OFF
60,1,41,85,,,OFF
72,31,63,73,,,ON
60,34,49,73,,,ON
44,23,23,26,,,ON
22,3,34,7,,,OFF
58,31,30,55,,,ON
2,43,52,30,,,ON
56,42,41,68,,,ON
45,28,53,57,,,ON
22,24,52,24,,,OFF
10,30,63,68,,,ON
12,42,26,13,,,ON
25,34,43,69,,,ON
62,32,23,65,,,ON
21,31,54,43,,,ON
63,19,30,104,,,OFF
27,26,20,5,,,ON
26,33,49,34,,,ON
13,32,20,52,,,ON
45,25,67,72,,,ON
25,25,62,84,,,OFF
14,17,64,62,,,ON
7,10,21,42,,,ON
30,36,23,50,,,ON
17,41,21,56,,,ON
74,18,59,90,,,OFF
54,14,33,2,,,ON
70,45,56,40,,,ON
38,37,62,11,,,ON
71,16,35,52,,,ON
56,39,40,58,,,ON
68,16,51,98,,,OFF
17,40,48,68,,,ON
78,6,53,40,,,OFF
8,27,23,58,,,ON
67,19,46,1,,,ON
9,41,62,68,,,ON
54,42,40,36,,,ON
85,42,32,88,,,ON
21,12,52,80,,,OFF
85,20,69,106,,,OFF
30,22,26,80,,,OFF
7,12,20,6,,,ON
75,0,51,6,,,OFF
18,6,64,108,,,OFF
86,12,50,108,,,OFF
65,17,23,53,,,OFF
88,44,33,101,,,OFF
57,17,24,105,,,OFF
88,31,32,67,,,ON
50,3,35,64,,,ON
10,37,55,15,,,ON
74,19,27,74,,,OFF
72,40,42,10,,,OFF
15,38,38,90,,,ON
18,5,64,106,,,OFF
73,23,58,83,,,OFF
63,36,66,28,,,OFF
81,35,42,19,,,OFF
39,11,52,99,,,OFF
63,29,53,54,,,ON
26,23,23,24,,,ON
3,1,65,108,,,OFF
35,23,22,16,,,ON
89,3,44,29,,,OFF
12,30,41,106,,,OFF
54,41,62,13,,,ON
40,0,41,32,,,OFF
57,41,62,42,,,ON
62,9,21,26,,,OFF
23,29,66,22,,,ON
15,28,41,95,,,OFF
35,44,41,53,,,ON
18,19,22,34,,,ON
63,45,28,30,,,OFF
65,9,26,39,,,OFF
37,9,36,33,,,OFF
30,26,20,65,,,ON
57,0,34,25,,,OFF
20,33,60,101,,,OFF
